Title,keywords,Goal
"comite do fundo amazonia tera primeira reuniao desde 2018, informa bndes","['mudancas climaticas', 'unfccc', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
lula defende ampliacao de conselho da onu e governanca global do clima,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"apos encontro com lula, biden anuncia intencao de entrar no fundo amazonia",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
lula e biden fazem discurso em defesa da democracia e preservacao da amazonia,"['mudancas climaticas', 'mudanca climatica']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
desmatamento na amazonia cai 61% em janeiro,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
governo instala comissao para zerar desmatamento no brasil ate 2030,"['bioeconomia', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
relatorio a maratona amazonica mostra como brasil pode liderar economia verde,"['emissao', 'bioeconomia', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
linkedin top voices: conheca 5 especialistas em sustentabilidade para seguir na rede social,"['mudancas climaticas', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"novo regime fiscal, salario minimo, investimento privado: os sinais de lula em mensagem ao congresso","['mudancas climaticas', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
queimadas no brasil: amazonia e cerrado concentram 95% da area destruida em 2022,"['mudancas climaticas', 'emissao', 'emissao de gases de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"lula diz que 'pode demorar um pouco', mas promete acabar com garimpo ilegal",['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"lula deve assinar com chanceler alemao retomada do fundo amazonia, diz mre",['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
startup que produz alternativas sustentaveis aos agrotoxicos recebe aporte de r$ 10 milhoes,"['captura de carbono', 'mudancas climaticas', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
sera muito dificil': marina silva encara novo desafio no ministerio do meio ambiente,"['mudanca climatica', 'emissoes de dioxido de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
como e possivel gerar renda a partir da conservacao ambiental,"['emissao', 'aquecimento global', 'aquecimento', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
o dna de sustentabilidade do modelo de redes neutras de fibra optica,"['mudancas climaticas', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"avatar, professor polvo e mais 5 filmes sobre meio ambiente para assistir no fim de semana",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
fundo amazonia e fim de desmate podem render r$ 95 bi em dez anos,"['emissao', 'aquecimento', 'estufa', 'financiamento climatico', 'aquecimento global', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
desmatamento na amazonia aumentou 150% no ultimo mes de bolsonaro,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
inteligencia artificial estima tamanho do desmatamento no brasil em 2023,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
agro ou eco? o dilema de marina silva no mundo em que meio ambiente e mercado caminham juntos,"['acordo de paris', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"em posse, marina estipula meta de recuperar 12 milhoes de hectares de areas degradadas","['acordo de paris', 'mudanca climatica', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
alemanha retomara investimentos no fundo amazonia,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
entenda a relacao direta entre a biodiversidade e negocios sustentaveis,"['mitigacao das mudancas climaticas', 'mudancas climaticas', 'bioeconomia', 'financiamento climatico']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
leo slezynger: a cop do hidrogenio verde,"['acordo de paris', 'temperatura global', 'emissao', 'mudancas climaticas', 'estufa', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
americanas s.a. oferece capacitacao em sustentabilidade e esg para lojistas do marketplace,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
pressao por titulos para proteger amazonia sob lula ganha forca,"['mudancas climaticas', 'emissao']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
video: como a exame neutralizou as emissoes de carbono da producao de revistas,"['mudancas climaticas', 'pegada de carbono', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
startup oferece imersao na amazonia com turismo sustentavel,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
amazonia em 2023: lula conseguira reduzir o indice de desmatamento?,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
incendios florestais deixam novos recordes de emissoes este ano,"['emissao', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"pos-cop27, cresce importancia da amazonia e da zfm, dizem especialistas","['justica climatica', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
papel da zfm em 'guinada verde' indica nova fronteira da economia regional,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"cop27: brasil e referencia em agricultura responsavel, diz secretario da amazonia","['emissao', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
netzero: aula gratuita ensina plano pratico para implementar economia de baixo carbono nas empresas,"['mudancas climaticas', 'aquecimento', 'estufa', 'atmosfera', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
pantanal agora tem um dos maiores projetos de deteccao precoce de incendios do mundo,"['mudancas climaticas', 'aquecimento', 'estufa', 'aquecimento global', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"com luiza trajano, evento reune 3.000 na quarta para debater agenda de inovacao esg ao brasil",['emissoes de carbono'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"fundo amazonia pode obter us$ 80 bilhoes em 2 anos, estima carlos minc",['mudanca climatica'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
ronaldinho gaucho lanca nfts para compensar emissoes de carbono por ida a copa,['emissoes de carbono'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
globo escolhe tokens em blockchain para neutralizar pegada de carbono da empresa,"['mudancas climaticas', 'pegada de carbono', 'emissao', 'estufa', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: economia de baixo carbono requer mudanca em producao e consumo,"['acordo de paris', 'mudancas climaticas', 'emissao', 'aquecimento', 'estufa', 'aquecimento global', 'bioeconomia', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"a pedido do governo eleito de lula, reino unido avalia entrada no fundo amazonia","['impactos climaticos', 'acordo de paris']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"as promessas de lula na cop27, e por que sera dificil cumpri-las","['acordo de paris', 'mudancas climaticas', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: o que esperar no ultimo dia da conferencia do clima,"['acordo de paris', 'mudancas climaticas', 'aquecimento', 'financiamento climatico', 'aquecimento global']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: brasil defende compensar paises afetados por danos do clima,"['justica climatica', 'acordo de paris', 'mudancas climaticas', 'emissao', 'aquecimento', 'estufa', 'financiamento climatico', 'nivel do mar', 'unfccc', 'aquecimento global']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"lula na cop27: para fazer o que nao fez na area social, presidente quer ouvir a sociedade civil","['justica climatica', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"conheca a carbonext, startup que visa assessorar empresas na pratica de frear emissoes de carbono","['mudanca climatica', 'aquecimento', 'estufa', 'aquecimento global', 'atmosfera', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
amazonia: bioeconomia e o futuro da agricultura brasileira,"['emissao', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: projeto propoe producao de alimentos plant-based a partir de especies nativas da amazonia,"['aquecimento global', 'bioeconomia', 'aquecimento', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"julio serson: a cop 27 e ""o arquivo da vergonha""","['acordo de paris', 'mudancas climaticas', 'emissao', 'aquecimento', 'estufa', 'aquecimento global', 'emissao de gases de efeito estufa', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
industria brasileira marca presenca na cop27. confira,"['mudancas climaticas', 'bioeconomia', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: agenda das empresas foca em solucoes baseadas na natureza,"['mudancas climaticas', 'pegada de carbono', 'estufa', 'adaptacao climatica', 'uso da terra']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
lula quer levar cop para a amazonia; entenda,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
lula na cop27: agenda comeca com encontro com governadores. por que?,"['mitigacao das mudancas climaticas', 'acordo de paris', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"pec da transicao, lula na cop27, missil russo na polonia e o que mais move o mercado",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"cop27: lula encontra comitiva de senadores, marina silva e autoridades climaticas dos eua e da china",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
de executivas a ativistas: janja se une a mulheres na cop27 e visa atuacao para equidade de genero,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"janja lula: em sua primeira cop, futura primeira-dama diz estar otimista e espera rever amigos",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
lula na cop27: o que esperar da visita do presidente eleito ao egito,"['mitigacao das mudancas climaticas', 'acordo de paris', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"na cop-27, governadores da amazonia pedirao a lula reforco de fiscalizacao",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
bndes tera contabilidade de carbono em todos os emprestimos no proximo ano,"['mudancas climaticas', 'bioeconomia', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop-27: lula tera encontro com governadores da amazonia e fala na area da onu,['mudanca climatica'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"suzano, itau e outras empresas se unem para conservar 4 milhoes de hectares de florestas nativas",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
marina silva: a reindustrializacao vira a partir do meio ambiente e do conhecimento ancestral,"['acordo de paris', 'mudancas climaticas', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
desmatamento na amazonia em outubro teve recorde de alertas desde 2015,['acao climatica'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"cop27: conservacao deve unir educacao e geracao de renda, diz vp da caixa","['justica climatica', 'acordo de paris', 'mudancas climaticas', 'efeitos das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"pacto global da onu reune setor privado, academia e sociedade civil na cop27 para debater o brasil","['justica climatica', 'mudancas climaticas', 'mudanca climatica', 'ipcc', 'unfccc']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"racismo ambiental, mudancas climaticas e mais: as 7 discussoes dos primeiros dias da cop27","['justica climatica', 'acordo de paris', 'mudancas climaticas', 'mudanca climatica', 'efeitos das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"a solucao de carlos nobre para capturar carbono, proteger a biodiversidade e expandir a economia","['mudancas climaticas', 'bioeconomia', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"sonia guajajara: sem os povos originarios em locais de decisao, nao se combate a crise climatica","['justica climatica', 'acordo de paris', 'mudancas climaticas', 'efeitos das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
izabella teixeira: brasil deve expandir cooperacao sul-sul para o leste via meio ambiente,"['acordo de paris', 'mudancas climaticas', 'aquecimento global', 'aquecimento']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: justica climatica e racismo ambiental sao temas urgentes para sociedade civil brasileira,"['justica climatica', 'mudancas climaticas', 'aquecimento', 'desastres naturais', 'aquecimento global']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
para: o estado com o maior desmatamento tem um plano para desenvolver a amazonia,"['acordo de paris', 'mudancas climaticas', 'mudanca climatica', 'estufa', 'unfccc', 'atmosfera', 'cop21', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop 27 acende o alerta para aquecimento global,"['mudancas climaticas', 'mudanca climatica', 'aquecimento', 'aquecimento global', 'uso da terra']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop 27: 14 empresas de alimentos apresentam plano para acabar com o desmatamento,"['mudancas climaticas', 'uso da terra']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
o que esperar da sociedade civil na cop27,"['mudancas climaticas', 'aquecimento global', 'aquecimento']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cop27: sociedade civil busca a preservacao do cerrado,"['mudancas climaticas', 'uso da terra']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
a cop27 e oportunidade para o brasil retomar a credibilidade,"['mudancas climaticas', 'ipcc', 'eventos climaticos extremos', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"com lula na cop 27, expectativa e reativar fundo clima de r$ 4 36 bi",['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
silvicultura cresce seis vezes area de cultivo em 37 anos,['uso da terra'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
gleisi confirma que lula vai a cop-27 e estuda melhor data,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
noruega retomara ajuda ao brasil contra desmatamento apos vitoria de lula,"['acordo de paris', 'mudanca climatica', 'ipcc', 'aquecimento', 'aquecimento global']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"no le monde, lula promete cuidar com amazonia e 'fazer mais e melhor'",['mudanca climatica'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"e preciso criar politica de compensacao para quem preservar florestas', diz lula","['emissao', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
startup une creditos de carbono com blockchain para incentivar negociacao e preservacao ambiental,['atmosfera'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
voce sabe quanto resta de floresta de mata atlantica no brasil?,"['uso da terra', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"exclusiva: twitter trends brasil destaca fandoms, sustentabilidade e nfts",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"brasil, o pais da favela e da floresta: a visao de edu lyra, alok e luciano huck na onu","['mudancas climaticas', 'adaptacao climatica', 'risco climatico']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cientistas alertam para efeito cascata da reducao de umidade na amazonia,"['mudanca climatica', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
perda de campos e florestas no brasil em 20 anos equivale a 6% do territorio,"['uso da terra', 'aquecimento global', 'aquecimento', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"povos indigenas tem conhecimentos fundamentais, diz sitah, fotografa especializada em amazonia",['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
startup que quer fim do papel nos governos ja poupou 257 mil toneladas,"['mudancas climaticas', 'emissao', 'emissao de gases de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
fotografo renomado lanca colecao de nfts de fotografias da amazonia em plataforma da sotheby's,['emissao'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
quais sao as iniciativas das companhias aereas para reduzir a emissao de carbono no brasil?,"['pegada de carbono', 'emissao', 'mudancas climaticas', 'estufa', 'bioeconomia', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
dia da arvore: entenda a importancia da data comemorativa de 21 de setembro,"['aquecimento global', 'aquecimento']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
dom cabral e insead discutem desafios e oportunidades da floresta amazonica,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
dax green e jade/reag lancam plataforma que tokeniza ativo de carbono,['emissoes de carbono'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"campanhas digitais com menos pegada de carbono? sim, isso ja e possivel","['pegada de carbono', 'emissao', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
fundo jbs pela amazonia seleciona sete novos projetos,"['emissao', 'bioeconomia', 'emissao de gases de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
empresas se unem para impulsionar o mercado voluntario de carbono,"['emissao', 'emissao de gases de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
abiquim assina protocolo de intencoes com o ministerio do meio ambiente,"['adaptacao as mudancas climaticas', 'mudancas climaticas', 'mitigacao das mudancas climaticas', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
dia da amazonia: eneva anuncia mais um compromisso com a sustentabilidade,"['emissao', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"vera propoe acoes contra desmatamento, grilagem e garimpo ilegal",['emissao'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
mercado de credito de carbono tem crescimento acelerado,"['emissao', 'gas de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
grupo carrefour investira r$ 50 milhoes para combater o desmatamento,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"a ciencia prova que a amazonia esta ameacada, e a ciencia vai salvar a floresta, diz fundo jbs","['emissao', 'bioeconomia', 'emissao de gases de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
green rio 2022 tera domo de experimentos do instituto amazonia 4.0,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
conheca o documentario produzido por tribo indigena da amazonia,"['mudancas climaticas', 'mudanca climatica']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"ocupar espacos para fortalecer a identidade: a luta dos povos indigenas, segundo samela satere mawe","['justica climatica', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
farm comemora plantio de meio milhao de arvores nativas,"['emissao', 'aquecimento', 'estufa', 'aquecimento global', 'emissao de gases de efeito estufa', 'educacao ambiental']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
podcast a+: a importancia da restauracao florestal na luta contra o aquecimento global,"['acordo de paris', 'temperatura global', 'mudancas climaticas', 'aquecimento', 'estufa', 'aquecimento global', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
mercado de carbono pode decolar no brasil com novo decreto,"['acordo de paris', 'mudancas climaticas', 'emissao', 'estufa', 'emissao de gases de efeito estufa', 'mitigacao das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"esg: combate ao desmatamento: comando, controle e valorizacao","['mudancas climaticas', 'uso da terra', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
bussola live  restauracao ambiental: metas e desafios para recuperar as florestas brasileiras,"['acordo de paris', 'temperatura global', 'mudancas climaticas', 'aquecimento', 'estufa', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
empresa de suplementos naturais da amazonia recebe r$ 3 milhoes de fundo da kptl,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
estudo mostra que desmatamento tambem e questao de saude,['emissoes de carbono'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
programa busca startups que trabalhem em preparacao para desastres na al,"['desastres naturais', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"como ser sustentavel? ""basta comecar"", diz chefe de esg da ikea","['pegada de carbono', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"novas pandemias podem surgir de virus e bacterias da amazonia, alerta fiocruz",['uso da terra'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"moraes, do stf: ha leis, mas proteger o meio ambiente nao e prioridade","['mudancas climaticas', 'adaptacao do clima', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"para a localiza, construir um futuro sustentavel passa por acoes no presente",['emissoes de carbono'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"esg: codigo florestal faz 10 anos, a passos lentos e sob ameacas","['mudancas climaticas', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"na cupula das americas, lideres devem tratar de meio ambiente a guerra na ucrania",['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
opiniao: mercado de carbono lato sensu evita barreiras comerciais,"['adaptacao as mudancas climaticas', 'mudancas climaticas', 'mitigacao das mudancas climaticas', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
hidrovias do brasil anuncia meta net zero e diz: ninguem e esg sozinho,"['mudancas climaticas', 'efeitos das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
nestle atrela bonus da lideranca a meta de reducao de emissoes de co2,"['emissao', 'emissoes de carbono', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
schneider electric anuncia metas de sustentabilidade ate 2025,['emissao'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
empresas pedem aos eua aprovacao de fundo de us$ 9 bi para florestas,"['mudancas climaticas', 'bioeconomia', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
barco laboratorio navega pela amazonia em busca de produtos da bioeconomia,"['emissao', 'bioeconomia', 'variabilidade climatica', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
stf impoe nova derrota para o governo bolsonaro na area ambiental,['emissao'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
corretora cripto vai compensar todas as emissoes de carbono em transacoes,"['pegada de carbono', 'emissao', 'emissoes de carbono', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
nova agenda do pacto global da onu pede salario digno e ambicao climatica,"['mudancas climaticas', 'efeitos das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"no dia da terra, bolsa de carbono chega a r$ 150 mi em ativos digitais",['pegada de carbono'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
desmatamento em terras indigenas foi de apenas 1% em 30 anos,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
bcg busca jovens para promover desenvolvimento sustentavel da amazonia,['mudancas climaticas'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
localiza mapeia emissoes de carbono de clientes e lanca o neutraliza,"['emissao', 'emissoes de carbono', 'emissao de gases de efeito estufa', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
desmatamento em bacias hidrograficas equivale a 15 cidades de sp,"['adaptacao as mudancas climaticas', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
como salvar a amazonia? empresa brasileira diz que nfts sao a resposta,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
como salvar a amazonia? empresa brasileira diz que nfts sao a resposta,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
a revista exame agora e carbono neutro,"['pegada de carbono', 'mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
nescafe reforca agricultura regenerativa em produto com mel sustentavel,"['bioeconomia', 'emissoes de carbono', 'atmosfera', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
marfrig: cops empresariais e metas desafiadoras para reduzir emissoes,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
nfts da amazonia esgotam e arrecadam mais de r$1 milhao em poucas horas,"['pegada de carbono', 'atmosfera', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
conheca as startups que venceram o demoday do bndes garagem,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
tarifa zero e carbono zero: marica tem onibus hibridos e com energia limpa,['temperatura global'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"com moss, liv up ira compensar emissoes de carbono das entregas","['emissao', 'estufa', 'emissao de gases de efeito estufa', 'atmosfera', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
amazonia precisa de seguranca juridica e nova geopolitica,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
projeto de lei do mercado de carbono esta pronto para ser votado,"['aquecimento', 'estufa', 'aquecimento global', 'atmosfera', 'bioeconomia', 'emissoes de carbono']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
o que ha de novo no desmatamento na amazonia,"['acordo de paris', 'mudancas climaticas', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
capitais da amazonia legal terao logistica reversa para lixo eletronico,"['emissao', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
arquipelago da amazonia tem a producao de acai mais sustentavel do pais,['bioeconomia'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
conheca seis negocios inovadores que atuam na amazonia,"['bioeconomia', 'aquecimento', 'aquecimento global']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
o que sao projetos redd+ e como eles podem ajudar a proteger a amazonia,"['acordo de paris', 'mudancas climaticas', 'aquecimento', 'estufa', 'aquecimento global', 'atmosfera', 'mitigacao das mudancas climaticas']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
ambipar cria plataforma de compensacao de carbono para pessoa fisica,"['pegada de carbono', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"com inovacao, o agro nacional e parte importante da solucao climatica","['emissao', 'aquecimento', 'estufa', 'aquecimento global', 'emissao de gases de efeito estufa', 'atmosfera', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
desenvolvimento sustentavel da amazonia depende do saber das comunidades,"['bioeconomia', 'aquecimento', 'aquecimento global']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
programa unifica regras para carne bovina sem desmatamento na amazonia,"['mudancas climaticas', 'uso da terra', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
fazendeiros podem reduzir poluicao ao ensinarem gado a ir ao banheiro,"['impactos climaticos', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
creditos de carbono param na fila de votacao da camara,['atmosfera'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
brasileiro esta entre os mais otimistas do mundo sobre meio ambiente,"['mudancas climaticas', 'mudanca climatica']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
cacau produzido na amazonia esta entre os melhores do mundo,['estufa'],SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
empresas aderem e investem no fundo jbs pela amazonia,"['bioeconomia', 'estufa']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
o potencial da bioeconomia para um futuro mais sustentavel,"['mudancas climaticas', 'bioeconomia']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
"amazonia responde por 8% das emissoes globais de metano, diz estudo","['emissao', 'atmosfera']",SDG 13: Ação contra a Mudança Global do Clima (Climate Action)
